date,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h)
2024-01-01,59.229166666666664,111.03208333333333,19.362083333333334,14.354166666666666,1.4554166666666666,15.22125,25.5,70.45833333333333,11.450000000000001
2024-01-02,45.81333333333333,89.44749999999999,17.780416666666667,13.055416666666666,1.1695833333333334,15.57625,25.670833333333334,69.5,11.141666666666666
2024-01-03,53.65208333333334,107.32416666666667,18.511666666666667,13.841666666666667,1.12375,15.094583333333333,26.141666666666666,69.58333333333333,12.683333333333332
2024-01-04,47.625416666666666,94.12291666666665,21.55333333333333,14.11125,1.2154166666666668,13.42125,26.34166666666667,70.58333333333333,12.533333333333333
2024-01-05,39.191250000000004,82.45958333333333,17.9175,14.249166666666667,0.97625,13.21,26.329166666666666,73.04166666666667,12.070833333333333
2024-01-06,24.76375,57.1675,16.237083333333334,14.247916666666667,1.4966666666666668,13.630416666666667,26.333333333333332,76.625,16.804166666666667
2024-01-07,25.984166666666667,56.47875,20.12375,13.671666666666667,1.1295833333333334,14.316249999999998,24.991666666666664,86.41666666666667,16.120833333333334
2024-01-08,31.2925,64.07375,28.08375,14.519583333333335,1.3770833333333332,14.596666666666666,25.525000000000002,83.16666666666667,16.724999999999998
2024-01-09,38.7675,79.115,14.640416666666667,13.549583333333333,1.3104166666666666,18.184583333333332,26.329166666666666,74.95833333333333,16.491666666666667
2024-01-10,42.835,87.49166666666667,17.8175,13.918750000000001,1.1433333333333333,22.601249999999997,25.97083333333333,79.5,12.291666666666666
2024-01-11,45.605,95.59333333333332,21.425833333333333,15.100416666666668,1.0458333333333334,20.66,25.6875,77.66666666666667,11.654166666666667
2024-01-12,52.415416666666665,108.08625,19.18875,14.188333333333333,1.0725,18.72875,25.516666666666666,81.875,9.858333333333333
2024-01-13,74.08958333333334,149.00791666666666,18.765833333333333,14.729583333333332,1.0995833333333334,18.062083333333334,25.141666666666666,83.83333333333333,9.045833333333333
2024-01-14,116.07291666666667,214.04125,21.452083333333334,16.107499999999998,1.1254166666666667,15.675833333333332,24.7375,83.16666666666667,8.070833333333333
2024-01-15,74.47666666666667,142.41916666666665,16.68916666666667,14.83875,0.7775,13.925416666666665,24.5625,76.70833333333333,7.779166666666666
2024-01-16,44.093333333333334,94.4325,17.272916666666667,14.30625,1.1654166666666665,14.250833333333333,24.116666666666664,73.16666666666667,7.479166666666667
2024-01-17,28.577916666666667,67.855,17.159166666666668,11.160416666666668,0.9633333333333334,14.329583333333334,24.370833333333334,76.83333333333333,7.6875
2024-01-18,33.651666666666664,77.46333333333332,17.86583333333333,8.279166666666667,0.8158333333333333,12.883333333333333,25.0125,80.45833333333333,7.4624999999999995
2024-01-19,32.290416666666665,75.01958333333333,17.809583333333332,7.353750000000001,1.0416666666666667,13.335416666666667,25.650000000000002,80.83333333333333,9.695833333333333
2024-01-20,36.041666666666664,83.47,15.418333333333335,7.630416666666666,0.81875,12.79875,25.71666666666667,79.25,9.799999999999999
2024-01-21,31.445833333333336,74.44583333333334,15.056666666666667,6.859583333333333,1.08625,12.854999999999999,25.120833333333334,80.875,8.700000000000001
2024-01-22,34.955,80.37625,17.95875,6.473333333333333,0.9325,11.749583333333334,25.15833333333333,79.625,8.241666666666667
2024-01-23,47.778333333333336,96.26916666666666,17.722916666666666,4.8341666666666665,0.8495833333333334,9.757083333333334,25.695833333333336,76.54166666666667,10.016666666666667
